State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,1,Urban,70-79,GOA,North Goa,Male,Mental,18
30,1,Urban,80-89,GOA,North Goa,Male,Mental,5
30,1,Urban,90+,GOA,North Goa,Male,Mental,0
30,1,Urban,Age Not Stated,GOA,North Goa,Male,Mental,0
30,2,Rural,0-4,GOA,South Goa,Male,Mental,2
30,2,Rural,5-9,GOA,South Goa,Male,Mental,8
30,2,Rural,10-19,GOA,South Goa,Male,Mental,46
30,2,Rural,20-29,GOA,South Goa,Male,Mental,52
30,2,Rural,30-39,GOA,South Goa,Male,Mental,53
30,2,Rural,40-49,GOA,South Goa,Male,Mental,65
30,2,Rural,50-59,GOA,South Goa,Male,Mental,37
30,2,Rural,60-69,GOA,South Goa,Male,Mental,21
30,2,Rural,70-79,GOA,South Goa,Male,Mental,7
30,2,Rural,80-89,GOA,South Goa,Male,Mental,1
30,2,Rural,90+,GOA,South Goa,Male,Mental,1
30,2,Rural,Age Not Stated,GOA,South Goa,Male,Mental,2
30,2,Urban,0-4,GOA,South Goa,Male,Mental,9
30,2,Urban,5-9,GOA,South Goa,Male,Mental,20
30,2,Urban,10-19,GOA,South Goa,Male,Mental,84
30,2,Urban,20-29,GOA,South Goa,Male,Mental,76
30,2,Urban,30-39,GOA,South Goa,Male,Mental,92
30,2,Urban,40-49,GOA,South Goa,Male,Mental,70
30,2,Urban,50-59,GOA,South Goa,Male,Mental,36
30,2,Urban,60-69,GOA,South Goa,Male,Mental,32
30,2,Urban,70-79,GOA,South Goa,Male,Mental,17
30,2,Urban,80-89,GOA,South Goa,Male,Mental,4
30,2,Urban,90+,GOA,South Goa,Male,Mental,0
30,2,Urban,Age Not Stated,GOA,South Goa,Male,Mental,0
30,1,Rural,0-4,GOA,North Goa,Female,Mental,7
30,1,Rural,5-9,GOA,North Goa,Female,Mental,16
30,1,Rural,10-19,GOA,North Goa,Female,Mental,92
30,1,Rural,20-29,GOA,North Goa,Female,Mental,50
30,1,Rural,30-39,GOA,North Goa,Female,Mental,79
30,1,Rural,40-49,GOA,North Goa,Female,Mental,81
